URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://OftalmonFHIR.cl/fhir/oftalmologia/ValueSet/lateralidad-vs,0.1.0,draft,,LateralidadVS,Lateralidad,"Códigos de lateralidad",,"SCT"
